Border,Date,Measure,Value,Average
US-Mexico Border,08/01/2017 12:00:00 AM,Personal Vehicles,6512489,6542285
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicle Passengers,6250197,5687208
US-Mexico Border,08/01/2017 12:00:00 AM,Pedestrians,3485501,3682239
US-Canada Border,08/01/2017 12:00:00 AM,Personal Vehicles,2969278,2692487
US-Mexico Border,08/01/2017 12:00:00 AM,Trucks,523705,400449
US-Canada Border,08/01/2017 12:00:00 AM,Trucks,515625,512570
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Full,378644,382123
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Full,361603,256378
US-Canada Border,08/01/2017 12:00:00 AM,Bus Passengers,242143,273998
US-Mexico Border,08/01/2017 12:00:00 AM,Bus Passengers,178102,251560
US-Mexico Border,08/01/2017 12:00:00 AM,Truck Containers Empty,160286,141422
US-Canada Border,08/01/2017 12:00:00 AM,Truck Containers Empty,148344,88612
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Full,144179,107397
US-Canada Border,08/01/2017 12:00:00 AM,Pedestrians,72595,49065
US-Canada Border,08/01/2017 12:00:00 AM,Rail Containers Empty,67070,43995
US-Canada Border,08/01/2017 12:00:00 AM,Train Passengers,46500,22813
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Empty,42851,30845
US-Mexico Border,08/01/2017 12:00:00 AM,Rail Containers Full,42747,27769
US-Mexico Border,08/01/2017 12:00:00 AM,Buses,14477,19489
US-Canada Border,08/01/2017 12:00:00 AM,Buses,10129,11529
US-Canada Border,08/01/2017 12:00:00 AM,Trains,1903,2520
US-Mexico Border,08/01/2017 12:00:00 AM,Trains,960,724
US-Mexico Border,08/01/2017 12:00:00 AM,Train Passengers,896,1035
US-Mexico Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,11934276,14111597
US-Mexico Border,08/01/2016 12:00:00 AM,Personal Vehicles,6340847,6543380
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicle Passengers,6060320,5685180
US-Mexico Border,08/01/2016 12:00:00 AM,Pedestrians,3482590,3683324
US-Canada Border,08/01/2016 12:00:00 AM,Personal Vehicles,3006638,2690779
US-Canada Border,08/01/2016 12:00:00 AM,Trucks,522773,512515
US-Mexico Border,08/01/2016 12:00:00 AM,Trucks,504059,399886
US-Canada Border,08/01/2016 12:00:00 AM,Truck Containers Full,428504,381871
US-Mexico Border,08/01/2016 12:00:00 AM,Truck Containers Full,343256,255906
US-Mexico Border,08/01/2016 12:00:00 AM,Bus Passengers,239797,251624
US-Canada Border,08/01/2016 12:00:00 AM,Bus Passengers,237896,274194
US-Mexico Border,08/01/2016 12:00:00 AM,Truck Containers Empty,149194,141380
US-Canada Border,08/01/2016 12:00:00 AM,Rail Containers Full,137058,107235
US-Canada Border,08/01/2016 12:00:00 AM,Truck Containers Empty,108995,88501
US-Canada Border,08/01/2016 12:00:00 AM,Pedestrians,73314,48933
US-Canada Border,08/01/2016 12:00:00 AM,Rail Containers Empty,57319,43923
US-Canada Border,08/01/2016 12:00:00 AM,Train Passengers,46816,22683
US-Mexico Border,08/01/2016 12:00:00 AM,Rail Containers Empty,41961,30785
US-Mexico Border,08/01/2016 12:00:00 AM,Rail Containers Full,41774,27692
US-Mexico Border,08/01/2016 12:00:00 AM,Buses,15197,19512
US-Canada Border,08/01/2016 12:00:00 AM,Buses,9832,11538
US-Canada Border,08/01/2016 12:00:00 AM,Trains,2553,2520
US-Mexico Border,08/01/2016 12:00:00 AM,Train Passengers,1697,1032
US-Mexico Border,08/01/2016 12:00:00 AM,Trains,891,723
US-Mexico Border,08/01/2015 12:00:00 AM,Personal Vehicle Passengers,11822253,14124107
US-Mexico Border,08/01/2015 12:00:00 AM,Personal Vehicles,6245226,6545009
US-Canada Border,08/01/2015 12:00:00 AM,Personal Vehicle Passengers,6242965,5682132
US-Mexico Border,08/01/2015 12:00:00 AM,Pedestrians,3370632,3685033
US-Canada Border,08/01/2015 12:00:00 AM,Personal Vehicles,3096150,2688564
US-Canada Border,08/01/2015 12:00:00 AM,Trucks,480690,512689
US-Mexico Border,08/01/2015 12:00:00 AM,Trucks,433282,399704
US-Canada Border,08/01/2015 12:00:00 AM,Truck Containers Full,396724,381790
US-Mexico Border,08/01/2015 12:00:00 AM,Truck Containers Full,310971,255605
US-Mexico Border,08/01/2015 12:00:00 AM,Bus Passengers,252828,251618
US-Canada Border,08/01/2015 12:00:00 AM,Bus Passengers,249317,274330
US-Mexico Border,08/01/2015 12:00:00 AM,Truck Containers Empty,144469,141363
US-Canada Border,08/01/2015 12:00:00 AM,Rail Containers Full,135950,107078
US-Canada Border,08/01/2015 12:00:00 AM,Truck Containers Empty,109574,88386
US-Canada Border,08/01/2015 12:00:00 AM,Pedestrians,75643,48787
US-Canada Border,08/01/2015 12:00:00 AM,Rail Containers Empty,63845,43814
US-Canada Border,08/01/2015 12:00:00 AM,Train Passengers,44515,22563
US-Mexico Border,08/01/2015 12:00:00 AM,Rail Containers Full,42948,27609
US-Mexico Border,08/01/2015 12:00:00 AM,Rail Containers Empty,36920,30751
US-Mexico Border,08/01/2015 12:00:00 AM,Buses,18096,19520
US-Canada Border,08/01/2015 12:00:00 AM,Buses,10844,11542
US-Canada Border,08/01/2015 12:00:00 AM,Trains,2610,2519
US-Mexico Border,08/01/2015 12:00:00 AM,Train Passengers,1078,1031
US-Mexico Border,08/01/2015 12:00:00 AM,Trains,866,722
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,11039598,14141055
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,7625126,5671457
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicles,5845113,6548855
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicles,3669624,2683174
US-Mexico Border,08/01/2014 12:00:00 AM,Pedestrians,3418339,3686498
US-Canada Border,08/01/2014 12:00:00 AM,Trucks,472788,512908
US-Mexico Border,08/01/2014 12:00:00 AM,Trucks,442428,399469
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Full,343070,382003
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Full,305735,255330
US-Mexico Border,08/01/2014 12:00:00 AM,Bus Passengers,297019,251368
US-Canada Border,08/01/2014 12:00:00 AM,Bus Passengers,283648,274279
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Full,137412,106912
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Empty,132209,141413
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Empty,116377,88232
US-Canada Border,08/01/2014 12:00:00 AM,Pedestrians,84822,48589
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Empty,67671,43683
US-Canada Border,08/01/2014 12:00:00 AM,Train Passengers,45973,22435
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Full,42184,27529
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Empty,36882,30718
US-Mexico Border,08/01/2014 12:00:00 AM,Buses,18743,19524
US-Canada Border,08/01/2014 12:00:00 AM,Buses,12071,11539
US-Canada Border,08/01/2014 12:00:00 AM,Trains,2447,2519
US-Mexico Border,08/01/2014 12:00:00 AM,Train Passengers,1021,1032
US-Mexico Border,08/01/2014 12:00:00 AM,Trains,894,721
US-Mexico Border,08/01/2013 12:00:00 AM,Personal Vehicle Passengers,10684253,14160153
US-Canada Border,08/01/2013 12:00:00 AM,Personal Vehicle Passengers,7807992,5659653
US-Mexico Border,08/01/2013 12:00:00 AM,Personal Vehicles,5971428,6552045
US-Canada Border,08/01/2013 12:00:00 AM,Personal Vehicles,3741358,2677327
US-Mexico Border,08/01/2013 12:00:00 AM,Pedestrians,3491486,3687576
US-Canada Border,08/01/2013 12:00:00 AM,Trucks,476948,513107
US-Mexico Border,08/01/2013 12:00:00 AM,Trucks,435400,399271
US-Canada Border,08/01/2013 12:00:00 AM,Truck Containers Full,345371,382205
US-Mexico Border,08/01/2013 12:00:00 AM,Truck Containers Full,297249,255098
US-Canada Border,08/01/2013 12:00:00 AM,Bus Passengers,296286,274157
US-Mexico Border,08/01/2013 12:00:00 AM,Bus Passengers,285426,251180
US-Mexico Border,08/01/2013 12:00:00 AM,Truck Containers Empty,139714,141423
US-Canada Border,08/01/2013 12:00:00 AM,Rail Containers Full,129051,106789
US-Canada Border,08/01/2013 12:00:00 AM,Truck Containers Empty,116257,88077
US-Canada Border,08/01/2013 12:00:00 AM,Pedestrians,75318,48441
US-Canada Border,08/01/2013 12:00:00 AM,Rail Containers Empty,68120,43548
US-Canada Border,08/01/2013 12:00:00 AM,Train Passengers,42588,22323
US-Mexico Border,08/01/2013 12:00:00 AM,Rail Containers Full,40457,27458
US-Mexico Border,08/01/2013 12:00:00 AM,Rail Containers Empty,33324,30703
US-Mexico Border,08/01/2013 12:00:00 AM,Buses,18466,19530
US-Canada Border,08/01/2013 12:00:00 AM,Buses,12400,11534
US-Canada Border,08/01/2013 12:00:00 AM,Trains,2472,2520
US-Mexico Border,08/01/2013 12:00:00 AM,Trains,821,721
US-Mexico Border,08/01/2013 12:00:00 AM,Train Passengers,360,1035
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,9778573,14184496
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicle Passengers,7593334,5648910
US-Mexico Border,08/01/2012 12:00:00 AM,Personal Vehicles,5326689,6558852
US-Canada Border,08/01/2012 12:00:00 AM,Personal Vehicles,3677389,2671772
US-Mexico Border,08/01/2012 12:00:00 AM,Pedestrians,3309013,3689679
US-Canada Border,08/01/2012 12:00:00 AM,Trucks,497866,513191
US-Mexico Border,08/01/2012 12:00:00 AM,Trucks,442540,399030
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Full,335555,382465
US-Canada Border,08/01/2012 12:00:00 AM,Bus Passengers,301059,274008
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Full,292515,254890
US-Mexico Border,08/01/2012 12:00:00 AM,Bus Passengers,287795,250977
US-Mexico Border,08/01/2012 12:00:00 AM,Truck Containers Empty,150948,141370
US-Canada Border,08/01/2012 12:00:00 AM,Truck Containers Empty,129220,87849
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Full,121787,106706
US-Canada Border,08/01/2012 12:00:00 AM,Pedestrians,67652,48335
US-Canada Border,08/01/2012 12:00:00 AM,Rail Containers Empty,62271,43444
US-Canada Border,08/01/2012 12:00:00 AM,Train Passengers,43280,22207
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Full,35197,27415
US-Mexico Border,08/01/2012 12:00:00 AM,Rail Containers Empty,33860,30686
US-Mexico Border,08/01/2012 12:00:00 AM,Buses,18773,19534
US-Canada Border,08/01/2012 12:00:00 AM,Buses,12710,11528
US-Canada Border,08/01/2012 12:00:00 AM,Trains,2476,2520
US-Mexico Border,08/01/2012 12:00:00 AM,Trains,738,721
US-Mexico Border,08/01/2012 12:00:00 AM,Train Passengers,223,1040
US-Mexico Border,08/01/2011 12:00:00 AM,Personal Vehicle Passengers,9502999,14210649
US-Canada Border,08/01/2011 12:00:00 AM,Personal Vehicle Passengers,7026785,5641212
US-Mexico Border,08/01/2011 12:00:00 AM,Personal Vehicles,5216812,6566350
US-Canada Border,08/01/2011 12:00:00 AM,Personal Vehicles,3437038,2667496
US-Mexico Border,08/01/2011 12:00:00 AM,Pedestrians,3225673,3692271
US-Canada Border,08/01/2011 12:00:00 AM,Trucks,463168,513471
US-Mexico Border,08/01/2011 12:00:00 AM,Trucks,395587,399049
US-Canada Border,08/01/2011 12:00:00 AM,Truck Containers Full,355280,382616
US-Mexico Border,08/01/2011 12:00:00 AM,Truck Containers Full,280230,254749
US-Canada Border,08/01/2011 12:00:00 AM,Bus Passengers,278337,273984
US-Mexico Border,08/01/2011 12:00:00 AM,Bus Passengers,257328,250941
US-Mexico Border,08/01/2011 12:00:00 AM,Truck Containers Empty,138808,141384
US-Canada Border,08/01/2011 12:00:00 AM,Rail Containers Full,105914,106711
US-Canada Border,08/01/2011 12:00:00 AM,Truck Containers Empty,102171,87769
US-Canada Border,08/01/2011 12:00:00 AM,Pedestrians,74700,48187
US-Canada Border,08/01/2011 12:00:00 AM,Rail Containers Empty,57673,43364
US-Canada Border,08/01/2011 12:00:00 AM,Train Passengers,45368,22077
US-Mexico Border,08/01/2011 12:00:00 AM,Rail Containers Empty,35076,30661
US-Mexico Border,08/01/2011 12:00:00 AM,Rail Containers Full,30003,27400
US-Mexico Border,08/01/2011 12:00:00 AM,Buses,17086,19548
US-Canada Border,08/01/2011 12:00:00 AM,Buses,12666,11521
US-Canada Border,08/01/2011 12:00:00 AM,Trains,2404,2521
US-Mexico Border,08/01/2011 12:00:00 AM,Trains,782,720
US-Mexico Border,08/01/2011 12:00:00 AM,Train Passengers,259,1044
US-Mexico Border,08/01/2010 12:00:00 AM,Personal Vehicle Passengers,10952142,14228955
US-Canada Border,08/01/2010 12:00:00 AM,Personal Vehicle Passengers,6790443,5634756
US-Mexico Border,08/01/2010 12:00:00 AM,Personal Vehicles,5383902,6572993
US-Mexico Border,08/01/2010 12:00:00 AM,Pedestrians,3260329,3694698
US-Canada Border,08/01/2010 12:00:00 AM,Personal Vehicles,3198905,2664511
US-Canada Border,08/01/2010 12:00:00 AM,Trucks,480133,513658
US-Mexico Border,08/01/2010 12:00:00 AM,Trucks,405326,399014
US-Canada Border,08/01/2010 12:00:00 AM,Truck Containers Full,367041,382704
US-Canada Border,08/01/2010 12:00:00 AM,Bus Passengers,279185,273954
US-Mexico Border,08/01/2010 12:00:00 AM,Bus Passengers,276526,250797
US-Mexico Border,08/01/2010 12:00:00 AM,Truck Containers Full,265658,254687
US-Mexico Border,08/01/2010 12:00:00 AM,Truck Containers Empty,133882,141426
US-Canada Border,08/01/2010 12:00:00 AM,Rail Containers Full,105803,106716
US-Canada Border,08/01/2010 12:00:00 AM,Truck Containers Empty,102053,87688
US-Canada Border,08/01/2010 12:00:00 AM,Pedestrians,56024,48143
US-Canada Border,08/01/2010 12:00:00 AM,Rail Containers Empty,50032,43327
US-Canada Border,08/01/2010 12:00:00 AM,Train Passengers,41797,21967
US-Mexico Border,08/01/2010 12:00:00 AM,Rail Containers Empty,31952,30654
US-Mexico Border,08/01/2010 12:00:00 AM,Rail Containers Full,28812,27392
US-Mexico Border,08/01/2010 12:00:00 AM,Buses,19313,19549
US-Canada Border,08/01/2010 12:00:00 AM,Buses,12518,11516
US-Canada Border,08/01/2010 12:00:00 AM,Trains,2250,2522
US-Mexico Border,08/01/2010 12:00:00 AM,Trains,673,721
US-Mexico Border,08/01/2010 12:00:00 AM,Train Passengers,288,1048
US-Mexico Border,08/01/2009 12:00:00 AM,Personal Vehicle Passengers,12667070,14237780
US-Canada Border,08/01/2009 12:00:00 AM,Personal Vehicle Passengers,6592286,5629346
US-Mexico Border,08/01/2009 12:00:00 AM,Personal Vehicles,6102660,6575650
US-Mexico Border,08/01/2009 12:00:00 AM,Pedestrians,3592350,3695276
US-Canada Border,08/01/2009 12:00:00 AM,Personal Vehicles,3033095,2662428
US-Canada Border,08/01/2009 12:00:00 AM,Trucks,435764,514098
US-Mexico Border,08/01/2009 12:00:00 AM,Trucks,352340,399278
US-Canada Border,08/01/2009 12:00:00 AM,Truck Containers Full,340909,382940
US-Canada Border,08/01/2009 12:00:00 AM,Bus Passengers,286052,273886
US-Mexico Border,08/01/2009 12:00:00 AM,Bus Passengers,232327,250902
US-Mexico Border,08/01/2009 12:00:00 AM,Truck Containers Full,219700,254885
US-Mexico Border,08/01/2009 12:00:00 AM,Truck Containers Empty,132059,141479
US-Canada Border,08/01/2009 12:00:00 AM,Truck Containers Empty,93685,87655
US-Canada Border,08/01/2009 12:00:00 AM,Rail Containers Full,87359,106825
US-Canada Border,08/01/2009 12:00:00 AM,Pedestrians,50073,48133
US-Canada Border,08/01/2009 12:00:00 AM,Rail Containers Empty,45902,43312
US-Canada Border,08/01/2009 12:00:00 AM,Train Passengers,35353,21891
US-Mexico Border,08/01/2009 12:00:00 AM,Rail Containers Empty,29592,30660
US-Mexico Border,08/01/2009 12:00:00 AM,Rail Containers Full,22090,27422
US-Mexico Border,08/01/2009 12:00:00 AM,Buses,19194,19551
US-Canada Border,08/01/2009 12:00:00 AM,Buses,12823,11508
US-Canada Border,08/01/2009 12:00:00 AM,Trains,2064,2525
US-Mexico Border,08/01/2009 12:00:00 AM,Trains,617,721
US-Mexico Border,08/01/2009 12:00:00 AM,Train Passengers,276,1053
US-Mexico Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,13750931,14240546
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicle Passengers,7224613,5620282
US-Mexico Border,08/01/2008 12:00:00 AM,Personal Vehicles,6655579,6575196
US-Mexico Border,08/01/2008 12:00:00 AM,Pedestrians,3801010,3694675
US-Canada Border,08/01/2008 12:00:00 AM,Personal Vehicles,3330187,2658634
US-Canada Border,08/01/2008 12:00:00 AM,Trucks,486457,514255
US-Mexico Border,08/01/2008 12:00:00 AM,Trucks,408367,399226
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Full,385486,382926
US-Canada Border,08/01/2008 12:00:00 AM,Bus Passengers,365139,273368
US-Mexico Border,08/01/2008 12:00:00 AM,Bus Passengers,338034,250407
US-Mexico Border,08/01/2008 12:00:00 AM,Truck Containers Full,241384,254962
US-Mexico Border,08/01/2008 12:00:00 AM,Truck Containers Empty,165997,141340
US-Canada Border,08/01/2008 12:00:00 AM,Rail Containers Full,110143,106806
US-Canada Border,08/01/2008 12:00:00 AM,Truck Containers Empty,93785,87620
US-Canada Border,08/01/2008 12:00:00 AM,Pedestrians,89240,47899
US-Canada Border,08/01/2008 12:00:00 AM,Rail Containers Empty,47296,43289
US-Canada Border,08/01/2008 12:00:00 AM,Train Passengers,38804,21795
US-Mexico Border,08/01/2008 12:00:00 AM,Rail Containers Empty,36677,30626
US-Mexico Border,08/01/2008 12:00:00 AM,Rail Containers Full,29577,27410
US-Mexico Border,08/01/2008 12:00:00 AM,Buses,23442,19529
US-Canada Border,08/01/2008 12:00:00 AM,Buses,13910,11495
US-Canada Border,08/01/2008 12:00:00 AM,Trains,2641,2524
US-Mexico Border,08/01/2008 12:00:00 AM,Train Passengers,1778,1049
US-Mexico Border,08/01/2008 12:00:00 AM,Trains,863,720
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,13919567,14242380
US-Mexico Border,08/01/2007 12:00:00 AM,Personal Vehicles,6709535,6574428
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicle Passengers,6644476,5614430
US-Mexico Border,08/01/2007 12:00:00 AM,Pedestrians,4249198,3691506
US-Canada Border,08/01/2007 12:00:00 AM,Personal Vehicles,3280417,2655081
US-Canada Border,08/01/2007 12:00:00 AM,Trucks,555071,514022
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Full,467924,382440
US-Mexico Border,08/01/2007 12:00:00 AM,Trucks,432633,399035
US-Canada Border,08/01/2007 12:00:00 AM,Bus Passengers,404137,272620
US-Mexico Border,08/01/2007 12:00:00 AM,Bus Passengers,309378,250070
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Full,265884,254899
US-Mexico Border,08/01/2007 12:00:00 AM,Truck Containers Empty,163601,141213
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Full,116050,106753
US-Canada Border,08/01/2007 12:00:00 AM,Pedestrians,101226,47594
US-Canada Border,08/01/2007 12:00:00 AM,Truck Containers Empty,88062,87617
US-Canada Border,08/01/2007 12:00:00 AM,Rail Containers Empty,46296,43272
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Empty,36873,30590
US-Canada Border,08/01/2007 12:00:00 AM,Train Passengers,35206,21718
US-Mexico Border,08/01/2007 12:00:00 AM,Rail Containers Full,33310,27376
US-Mexico Border,08/01/2007 12:00:00 AM,Buses,23503,19507
US-Canada Border,08/01/2007 12:00:00 AM,Buses,15151,11474
US-Canada Border,08/01/2007 12:00:00 AM,Trains,2553,2524
US-Mexico Border,08/01/2007 12:00:00 AM,Train Passengers,1749,1045
US-Mexico Border,08/01/2007 12:00:00 AM,Trains,903,719
US-Mexico Border,08/01/2006 12:00:00 AM,Personal Vehicle Passengers,14876795,14238734
US-Mexico Border,08/01/2006 12:00:00 AM,Personal Vehicles,7254940,6570517
US-Canada Border,08/01/2006 12:00:00 AM,Personal Vehicle Passengers,7189697,5605376
US-Mexico Border,08/01/2006 12:00:00 AM,Pedestrians,3839914,3690653
US-Canada Border,08/01/2006 12:00:00 AM,Personal Vehicles,3184166,2652041
US-Canada Border,08/01/2006 12:00:00 AM,Trucks,594103,513562
US-Canada Border,08/01/2006 12:00:00 AM,Truck Containers Full,495837,381788
US-Mexico Border,08/01/2006 12:00:00 AM,Trucks,423336,398896
US-Canada Border,08/01/2006 12:00:00 AM,Bus Passengers,301791,272453
US-Mexico Border,08/01/2006 12:00:00 AM,Bus Passengers,271674,249945
US-Mexico Border,08/01/2006 12:00:00 AM,Truck Containers Full,263686,254849
US-Mexico Border,08/01/2006 12:00:00 AM,Truck Containers Empty,157966,141116
US-Canada Border,08/01/2006 12:00:00 AM,Rail Containers Full,117288,106693
US-Canada Border,08/01/2006 12:00:00 AM,Pedestrians,105683,47260
US-Canada Border,08/01/2006 12:00:00 AM,Truck Containers Empty,91793,87593
US-Canada Border,08/01/2006 12:00:00 AM,Rail Containers Empty,43749,43269
US-Canada Border,08/01/2006 12:00:00 AM,Train Passengers,39031,21619
US-Mexico Border,08/01/2006 12:00:00 AM,Rail Containers Empty,33117,30575
US-Mexico Border,08/01/2006 12:00:00 AM,Rail Containers Full,32008,27350
US-Mexico Border,08/01/2006 12:00:00 AM,Buses,22131,19491
US-Canada Border,08/01/2006 12:00:00 AM,Buses,12061,11470
US-Canada Border,08/01/2006 12:00:00 AM,Trains,2736,2523
US-Mexico Border,08/01/2006 12:00:00 AM,Train Passengers,1777,1040
